show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2800,Movie,Altered Carbon: Resleeved,"Takeru Nakajima, Yoshiyuki Okada","['Tatsuhisa Suzuki', 'Rina Satou', 'Ayaka Asai', 'Jouji Nakata', 'Kenji Yamauchi', 'Kanehira Yamamoto', 'Koji Ishii']","Japan, United States","March 19, 2020",2020,TV-MA,75 min,"['action', 'adventure', 'anime', 'international']","On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC."
s5843,Movie,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",['Bo Burnham'],United States,"June 3, 2016",2016,TV-MA,60 min,"['music', 'comedy']","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special."
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,['Pope Francis'],"Switzerland, Vatican City, Italy, Germany, France","January 3, 2019",2018,PG,96 min,"['documentary', 'faith', 'international']","Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age."
s8102,Movie,Stranger than Fiction,Marc Forster,"['Will Ferrell', 'Maggie Gyllenhaal', 'Dustin Hoffman', 'Queen Latifah', 'Emma Thompson', 'Kristin Chenoweth', 'Tony Hale', 'Tom Hulce', 'Linda Hunt']","United States, United Kingdom","October 1, 2020",2006,PG-13,113 min,"['comedy', 'romance']","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered."
s3124,Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,['Ronny Chieng'],United States,"December 17, 2019",2019,TV-MA,63 min,['comedy'],"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more."
s2420,Movie,Big Stone Gap,Adriana Trigiani,"['Ashley Judd', 'Patrick Wilson', 'Whoopi Goldberg', 'John Benjamin Hickey', 'Jane Krakowski', 'Judith Ivey', 'Jasmine Guy', 'Chris Sarandon', 'Anthony LaPaglia', 'Jenna Elfman', 'Angelina Fiordellisi', 'Mary Testa', 'Dagmara Dominczyk', 'Mary Pat Gleason', 'Joe Inscoe', 'James Hampton', 'Paul Wilson']",United States,"June 5, 2020",2014,PG-13,103 min,"['comedy', 'romance']",A single middle-aged woman who has lived her whole life in a small Virginia mining town uncovers a family secret that alters her profoundly.
s3273,Movie,K-on! the movie,Naoko Yamada,"['Aki Toyosaki', 'Yoko Hikasa', 'Satomi Sato', 'Minako Kotobuki', 'Ayana Taketatsu', 'Asami Sanada', 'Madoka Yonezawa', 'Chika Fujito', 'Yoriko Nagata']",Japan,"November 15, 2019",2011,TV-PG,110 min,"['anime', 'music']",The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.
s6561,TV Show,Dangerous Roads,,"['Adrian Dunbar', 'Sue Perkins', 'Charley Boorman', 'Rhod Gilbert', 'Greg Davies', 'Ben Fogle', 'Hugh Dennis', 'Ed Byrne', 'Andy Parsons', 'Liza Tarbuck', 'David Baddiel']",United Kingdom," February 1, 2019",2012,TV-MA,2 Seasons,"['british', 'documentary']","Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth."
s8103,TV Show,Strawberry Shortcake: Berry Bitty Adventures,,"['Anna Cummer', 'Janyse Jaud', 'Andrea Libman', 'Britt McKillip', 'Ingrid Nilson', 'Ashleigh Ball']","France, United States, Canada","January 1, 2016",2015,TV-Y,1 Season,['family'],"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making."
s1725,TV Show,Bakugan: Battle Planet,,"['Jonah Wineberg', 'Deven Christian Mack', 'Margarita Valderrama', 'Ticoon Kim', 'Jason Deline', 'Will Bowes']","Japan, Canada, United States","November 6, 2020",2018,TV-PG,1 Season,"['anime', 'family']",Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.
s8303,TV Show,The Five,Mark Tonderai,"['Tom Cullen', 'O.T. Fagbenle', 'Lee Ingleby', 'Sarah Solemani', 'Hannah Arterton', 'Geraldine James', 'Michael Maloney', 'Rade Serbedzija', 'Jonathan Kerrigan', 'Don Warrington', 'Sophia La Porta']",United Kingdom,"September 15, 2017",2016,TV-MA,1 Season,"['british', 'crime', 'drama']","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police."
s8395,Movie,The Little Mermaid,"Blake Harris, Chris Bouchard","['William Moseley', 'Poppy Drayton', 'Loreto Peralta', 'Armando Gutierrez', 'Shirley MacLaine', 'Gina Gershon', 'Shanna Collins', 'Chris Yong', 'Jo Marie Payton', 'Tom Nowicki']",United States,"December 1, 2018",2018,PG,85 min,"['family', 'drama']","In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
s5547,Movie,Five Nights in Maine,Maris Curran,"['David Oyelowo', 'Dianne Wiest', 'Rosie Perez', 'Teyonah Parris', 'Hani Furstenberg', 'Bill Raymond']",United States,"April 1, 2017",2015,TV-MA,83 min,"['drama', 'independent']","After his wife dies in a car accident, a grief-stricken man visits his estranged mother-in-law in Maine, where they try to help each other heal."
s7352,Movie,Love Station,Ahmad Samir Farag,"['Menna Shalaby', 'Sherif Salama', 'Yousra El Lozy', 'Mona Hala', 'Edward Fouad', 'Lotfy Labib', 'Ashraf Hamdy']",Egypt,"April 25, 2019",2011,TV-14,97 min,"['comedy', 'international', 'romance']","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance."
s7444,Movie,Men in Black II,Barry Sonnenfeld,"['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle', 'Johnny Knoxville', 'Rosario Dawson', 'Tony Shalhoub', 'Patrick Warburton', 'Jack Kehler', 'David Cross']",United States,"October 1, 2019",2002,PG-13,88 min,"['action', 'adventure', 'comedy', 'sci-fi', 'fantasy']",Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.
s8384,Movie,The Last Days of Chez Nous,Gillian Armstrong,"['Lisa Harrow', 'Bruno Ganz', 'Kerry Fox', 'Miranda Otto', 'Kiri Paramore', 'Bill Hunter']",Australia,"November 1, 2016",1992,R,93 min,"['classic', 'drama']",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.
s4108,Movie,Pyaar Ke Side Effects,Saket Chaudhary,"['Rahul Bose', 'Mallika Sherawat', 'Ranvir Shorey', 'Sharat Saxena', 'Aamir Bashir', 'Taraana Raja', 'Jas Arora', 'Suchitra Pillai', 'Sapna Bhavnani', 'Sophiya Chaudhary']",India,"February 15, 2019",2006,TV-MA,120 min,"['comedy', 'international', 'romance']","A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
s5651,TV Show,Star Trek: Deep Space Nine,,"['Avery Brooks', 'Nana Visitor', 'Rene Auberjonois', 'Cirroc Lofton', 'Alexander Siddig', 'Colm Meaney', 'Armin Shimerman', 'Terry Farrell', 'Michael Dorn']",United States,"January 1, 2017",1999,TV-14,7 Seasons,"['action', 'adventure', 'sci-fi', 'fantasy']","In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission."
s267,TV Show,The Creative Indians,,,India,"August 15, 2021",2020,TV-MA,1 Season,"['documentary', 'international']","From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys."
s7971,Movie,Secrets of Althorp - The Spencers,Kasia Uscinska,['Samuel West'],United States,"April 22, 2017",2013,TV-PG,54 min,"['documentary', 'international']","Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years."
s864,Movie,Spy Kids: All the Time in the World,Robert Rodriguez,"['Jessica Alba', 'Joel McHale', 'Rowan Blanchard', 'Mason Cook', 'Jeremy Piven', 'Alexa PenaVega', 'Daryl Sabara', 'Ricky Gervais', 'Danny Trejo']",United States,"May 20, 2021",2011,PG,88 min,"['family', 'comedy']",Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
s5476,Movie,Hasan Minhaj: Homecoming King,Christopher Storer,['Hasan Minhaj'],,"May 23, 2017",2017,TV-MA,73 min,['comedy'],"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special."
s6131,Movie,Amar Akbar Anthony,Manmohan Desai,"['Vinod Khanna', 'Rishi Kapoor', 'Amitabh Bachchan', 'Neetu Singh', 'Parveen Babi', 'Shabana Azmi', 'Nirupa Roy', 'Pran']",India,"December 31, 2019",1977,TV-14,172 min,"['action', 'adventure', 'classic', 'comedy']","Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital."
s4296,Movie,F.R.E.D.I.,Sean Olson,"['Kelly Hu', 'Angus Macfadyen', 'Candace Cameron Bure', 'Lucius Hoyos', 'Reid Miller', 'Tyler Christopher', 'Casimere Jollette', 'Christina Cox', 'Texas Battle', 'Harvey Guillen']",United States,"December 15, 2018",2018,TV-PG,90 min,"['family', 'sci-fi', 'fantasy']","Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
s6185,Movie,Arisan 2,Nia Dinata,"['Surya Saputra', 'Cut Mini Theo', 'Tora Sudiro']",Indonesia,"September 15, 2018",2011,TV-14,113 min,"['comedy', 'drama', 'international']","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths."
s8579,Movie,Thithi,Raam Reddy,"['Thammegowda S.', 'Channegowda', 'Abhishek H.N.', 'Pooja', 'Singri Gowda']","India, United States","March 9, 2017",2015,TV-MA,123 min,"['drama', 'independent', 'international']","In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson."
s7499,Movie,Monster High: Haunted,"Dan Fraga, William Lau",,United States,"March 24, 2018",2015,TV-Y7,76 min,['family'],"Hearing that their old school is being haunted, Spectra Vondergeist and her pals head back to Monster High to get to the bottom of the scary spookery."
s3390,Movie,Free Fire,Ben Wheatley,"['Sharlto Copley', 'Armie Hammer', 'Brie Larson', 'Cillian Murphy', 'Jack Reynor', 'Babou Ceesay', 'Enzo Cilenti', 'Sam Riley', 'Michael Smiley', 'Noah Taylor', 'Patrick Bergin', 'Mark Monero']",United Kingdom,"October 21, 2019",2016,R,91 min,"['action', 'adventure', 'comedy', 'independent']",A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.
s2622,Movie,Organize Isler,Yılmaz Erdoğan,"['Yılmaz Erdoğan', 'Tolga Çevik', 'Demet Akbağ', 'Altan Erkekli', 'Özgü Namal', 'Erdal Tosun', 'Tuncer Salman', 'Öner Erkan', 'Ebru Akel', 'Başak Köklükaya', 'Cem Yılmaz']",Turkey,"April 28, 2020",2005,TV-14,104 min,"['action', 'adventure', 'comedy', 'international']","A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero."
s3708,TV Show,Motown Magic,,,"Australia, United States","June 28, 2019",2019,TV-Y,2 Seasons,"['family', 'sci-fi', 'fantasy']","Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush – and the classic sounds of Motown."
s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,,"['Robbie Daymond', 'Dayci Brookshire', 'Anthony Tedesco', 'Andy Abbott', 'Roberta Lemons', 'Cole Seaver']",United States,"October 27, 2020",2020,TV-Y,4 Seasons,['family'],"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems."
s2982,Movie,Close Enemies,David Oelhoffen,"['Matthias Schoenaerts', 'Reda Kateb', 'Adel Bencherif', 'Sofiane Zermani', 'Sabrina Ouazani', 'Gwendolyn Gourvenec', 'Nicolas Giraud', 'Yann Goven', 'Astrid Whettnall', 'Ahmed Benaissa', 'Marc Barbé']","France, Belgium","January 29, 2020",2018,TV-MA,112 min,"['drama', 'international']","After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss – now a cop – to hunt down the culprits."
s1393,TV Show,Daughter From Another Mother,,"['Ludwika Paleta', 'Paulina Goto', 'Martín Altomaro', 'Liz Gallardo', 'Javier Ponce', 'Oka Giner', 'Zaide Silvia Gutiérrez', 'Dalexa Meneses', 'Emilio Beltrán Ulrich', 'Fernando Memije', 'Elena del Río', 'Christian Chávez']",Mexico,"January 20, 2021",2021,TV-MA,1 Season,"['international', 'spanish', 'language', 'comedy']","After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family."
s8191,Movie,The Angry Birds Movie 2,"Thurop Van Orman, John Rice","['Jason Sudeikis', 'Rachel Bloom', 'Leslie Jones', 'Josh Gad', 'Bill Hader', 'Danny McBride', 'Awkwafina', 'Sterling K. Brown', 'Tiffany Haddish', 'Eugenio Derbez']","Finland, United States","February 27, 2020",2019,PG,97 min,"['family', 'comedy']",Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.
s5123,Movie,Muramba,Varun Narvekar,"['Mithila Palkar', 'Amey Wagh', 'Sachin Khedekar', 'Chinmayi Sumit']",India,"December 15, 2017",2017,TV-MA,128 min,"['comedy', 'drama', 'international']",A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.
s1769,Movie,The Next Karate Kid,Christopher Cain,"['Pat Morita', 'Hilary Swank', 'Michael Ironside', 'Constance Towers', 'Chris Conrad', 'Arsenio ""Sonny"" Trinidad', 'Michael Cavalieri', 'Walton Goggins']",United States,"November 1, 2020",1994,PG,107 min,"['action', 'adventure', 'drama', 'sport']","In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates."
s5790,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",,"['Rafał Banaś', 'Michał Leja']",,"September 19, 2016",2016,TV-MA,64 min,['comedy'],Young Polish comedians Rafał Banaś and Michał Leja present a high-energy stand-up show at Warsaw's Klub Hybrydy.
s8188,Movie,The American President,Rob Reiner,"['Michael Douglas', 'Annette Bening', 'Martin Sheen', 'Michael J. Fox', 'David Paymer', 'Samantha Mathis', 'John Mahoney', 'Anna Deavere Smith', 'Nina Siemaszko', 'Wendie Malick', 'Shawna Waldron', 'Richard Dreyfuss', 'Joshua Malina']",United States,"January 1, 2021",1995,PG-13,113 min,"['comedy', 'drama', 'romance']",The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate?
s3487,Movie,Malaal,Mangesh Hadawale,"['Meezaan Jaffrey', 'Sharmin Segal', 'Chinmaya Surve', 'Anil Gawas', 'Sonal Jha', 'Sanjay Gurbaxani', 'Sameer Dharmadhikari', 'Deepak Damle']",India,"September 26, 2019",2019,TV-14,133 min,"['drama', 'international', 'romance']","Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
s588,TV Show,Quarantine Tales,"Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar","['Adinia Wirasti', 'Marissa Anita', 'Faradina Mufti', 'Teuku Rifnu Wikana', 'Arawinda Kirana', 'Abdurrahman Arif', 'Verdi Solaiman', 'Kiki Narendra', 'Brigitta Cynthia', 'Roy Sungkono', 'Windy Apsari']",,"July 1, 2021",2020,TV-MA,1 Season,"['international', 'comedy', 'drama']","Traversing genres, five separate stories offer unique, whimsical and thought-provoking takes on life during the pandemic in 2020."
s8775,Movie,يوم الدين,Abu Bakr Shawky,"['Rady Gamal', 'Ahmed Abdelhafiz', 'Shahira Fahmy', 'Shehab Ibrahim', 'Mohamed Abd El Azim', 'Osama Abdullah', 'Khaled Raafat', 'Mohamed Qishta', 'Shoq Emara', 'Mahmoud Fares']","Egypt, Austria, United States","October 22, 2019",2018,TV-14,97 min,"['drama', 'independent', 'international']","A man cured of leprosy and a young orphan leave their colony for the first time to travel across Egypt, hoping to find the families they lost."
s297,TV Show,Hit & Run,,"['Lior Raz', 'Kaelen Ohm', 'Sanaa Lathan', 'Moran Rosenblatt', 'Lior Ashkenazi', 'Gregg Henry', 'Gal Toren']","Israel, United States","August 6, 2021",2021,TV-MA,1 Season,"['action', 'adventure', 'drama', 'mystery']",A man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from New York to Tel Aviv.
s8391,Movie,The Legend of 420,Peter Spirer,,United States,"December 1, 2017",2017,TV-MA,87 min,['documentary'],"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more."
